locality_name,uuid,city_name
Morabadi,cd4c67bfb4aa31dbf206,Bengaluru
Hedua,162517b0e91d7394764e,Kolkata
Tirusulam,79f2ec47183eb6512ae8,Chennai
Kattankolatur R.F.,7aa5dc02dbb420c6c5d6,Chennai
Kilashkhandarga,90aeda5ff3d81c6af85b,Hyderabad
Venkateswara Nagar,150f7f1a0bb985b74f45,Chennai
Karigiripura,f37271dcdc1d7e0fa82a,Bengaluru
Pancha Sayar,e68d4b8b6cfecf2eb926,Kolkata
Toli Chowki,74f2d4f6fc54648e685f,Hyderabad
Wadala,cd4f38d6b248a7649226,Mumbai
Kopar Khairane,36d1b77b542b7056afe7,Mumbai
Ambernath East,90ba2ad63ca151c0946b,Mumbai
Vangani,6c8832bc1f116ca41513,Mumbai
Bhoganhalli,1560716aedd0b7f3b8ff,Bengaluru
Khamboli,0bbe8761ce10587dda1e,Pune
Sector 9,4a7b49abf6bb77a8dd39,Gurgaon
Lavasa,bf43538d22d0c048f54c,Pune
Ranip,187730ec3c620466d926,Ahmedabad
Shirur,cb6a62e9dcb581dbb100,Pune
Whisper Valley,a6d4a12fa5a339f664e6,Hyderabad
Adhale Bk,4cdb58fc4911fa67f0d1,Pune
Thiruvidandhai,80f16b42fe3a343318d5,Chennai
Kommaghatta,0688e8b6c12934a2f9d5,Bengaluru
Vidyavihar,361903aa890153d80ceb,Mumbai
Vayusenabad,f5e08d173dc60062f508,Delhi
Bagdoba,8296318a24eb390dc0cb,Kolkata
Akbarpur Majra,2e03af988b9c0913c7fe,Delhi
Trombay,0d3f1bd6bea82a5ff587,Mumbai
Rabindra Nagar,3aa526d8df6710f7bd30,Kolkata
Valageripura,e4fbca2be1869afe2b4c,Bengaluru
Rani Khera,0824f8f548dfc7325d36,Delhi
Naraina,7b939f9dbd77ea430723,Delhi
Morti,acd5fc2445bd00f5034a,Ghaziabad
Sector 26,cdc88305309071416764,Noida
Pidarithangal,c2fa5207964a9d9a6ddb,Chennai
Gorhe Khurd,c368858281695aa5cae1,Pune
Sector 99,6fea863586c39947c82e,Noida
Chirag Dilli,401fb7da298195eca457,Delhi
Aduru,6713cbca573195ab2dc8,Bengaluru
Sealdah,a164048f5d3d69dc581a,Kolkata
Attibele Industrial Area,7fc887e2bd2929031c0f,Bengaluru
Chokhi Dhani,9e9b61f378441ada8055,Pune
Suraram,c5b4e2944093a3ca8ed5,Hyderabad
Erumaiyur,3cee304a4ac98b725eea,Chennai
Toopranpet,f186a2d4fc2ad249418f,Hyderabad
Kasgaon,c7209b668ad215f1ef09,Mumbai
Kashele,da4d654366782fb694f4,Mumbai
PDPU Road,6eb36909130057a094b4,Ahmedabad
Bhuvanagiri,a9445e6b3a4445c6a852,Hyderabad
Keesara,b0ab48c6e1b0674681fe,Hyderabad
Yerawada,155faefd7baf626ca125,Pune
Sector 77,664ac871af95c30d3110,Noida
Polkampally,d76a32e24ef03dcbf11f,Hyderabad
NRI Layout,0c1b082e6893329ab8b6,Bengaluru
Gurukul,c9206185668e36e5a2e7,Ahmedabad
Ragavendra Nagar,194391a2b92bd455e7ad,Bengaluru
Shantipura,befde47c549fc710cf30,Ahmedabad
Langar Houz,8dabaac82d5e320e76db,Hyderabad
Shobhapur,6539297f3936beb9c600,Ghaziabad
Ammasani Venkatreddy Colony,2bee37d768e9c72af43b,Hyderabad
Kandhan Kollai,fb123ad1d3e458d48f31,Chennai
CK Palya,d3ab159b436fe25694cd,Bengaluru
Cholambedu,7a2d11febd0ffff86303,Chennai
Gangaram,0be83ddbbc347502f1cc,Hyderabad
Hosakote,b096051b1f9e18754d10,Bengaluru
Ayakolathur,896ee38dc78e0daf6836,Chennai
Dasave,939369050e9b356d7776,Pune
Janakpuri,b9908b22b271f685faff,Delhi
Baner,8f8969b0b3b17c6d1141,Pune
Uruli Kanchan,802ab7643c8b19e0a035,Pune
Tondiarpet,b9d4fa10fa0759b138f1,Chennai
Tardeo,9d65ae3b12095d007be8,Mumbai
Kolapakkam,cba763632748ede3cb98,Chennai
Bagaluru,888e47b2393196acb113,Bengaluru
Tingre Nagar,dbc4ca68c86ebe5aca8a,Pune
Morta Village,c70ba62ab8c79007629b,Ghaziabad
Maniktala,b5e221c02d889ed4b783,Kolkata
Kondli,84cd99edfe57235ab241,Delhi
Khairatabad,9829cc0c516aaabfdd62,Hyderabad
Thurahalli,4b4ec5d2a7db13872855,Bengaluru
Vada Nemmeli,e0f296e71ef88791e869,Chennai
Venkatapura,4c6e187b7a250aacfde4,Bengaluru
Bishnuli,9478c89fff811074a64a,Ghaziabad
Koti Hosahalli,f11e48f912260a864bf0,Bengaluru
Kammavari Pete,25a8e06311b6b551d871,Bengaluru
Selaivayal,fa95d20398a52bc4af2c,Chennai
Dichaon Kalan,9b5f146aca16cf0e2084,Delhi
Heggadahalli,1edd1c7ac8395fb97973,Bengaluru
Santhavelur,c752270a16cd55f54416,Chennai
Santragachi,1b27f1150173f4036241,Kolkata
Kothrud,bd8bb66d6b5c7e561787,Pune
Rajendra Nagar,4c80a5a1edb6a954bc05,Ghaziabad
Neelankarai,2a9282820358ee0bcb81,Chennai
Ram Park,21971a72d7611fefe91f,Ghaziabad
Maruthi Sevanagar,b08c8caa1d21cbbd41a4,Bengaluru
Anna Nagar West Extension,d322990f0740a555dff4,Chennai
Zeta I,4be027786c51b6f330af,Noida
Sector 2 Dwarka,f80eb920ea6f76e5cd91,Delhi
Dooravani Nagar,4fb5acd2061ed789477b,Bengaluru
Chandni Chowk,2d34a8e521237f513c6f,Delhi
Bali Nagar,0d915c729942fa095d19,Delhi
Karnki,324a510f3da8eb1c299a,Gurgaon
Attanthangal,835151f7d4363ed410a4,Chennai
Upper Kharadi,3830f1f7f316ab632ec0,Pune
Dunnasandra,d5aeece1e94acff36698,Bengaluru
Bowrampet,d01d5e78dc48dbe0c737,Hyderabad
Illalur RF,ebae354460dc0a30aad9,Chennai
Badesahebguda,e49963077c875916b644,Hyderabad
Weavers Colony,25dc494cab648ebc4df8,Bengaluru
Retteri Lake,9774c7bf5a3b58ff40e8,Chennai
Moti Devati,c76ef6a3a3bee48de0dd,Ahmedabad
Sarsuna,da5df003a77a1a5fd40d,Kolkata
Mahalunge Ingale,165187dfa3aa6338d273,Pune
Gachibowli,103d6135ee749da8a725,Hyderabad
Bhopura,4f61f70e8657c8b52416,Ghaziabad
Umroli,e2dd400c222783184ee5,Mumbai
Sector 1 Dwarka,19f188f8c428c322b8a6,Delhi
Sector 66,2587487ac5a5c7aaddcc,Gurgaon
Garhi Harsaru,a0913695c888cc30840d,Gurgaon
Jadcherla,3afe17b9c24f1dbd428c,Hyderabad
Marasandra,55c11138d7154a21b7bd,Bengaluru
Sathnur Village,ee3bbb77cb8824fe645c,Bengaluru
Ognaj,35dc01995ccf8a036441,Ahmedabad
Sonennahalli,1e3083e55f85692c2692,Bengaluru
K K Nagar,b6ab57838dc94d02cd8c,Ahmedabad
Sadhrana Bamripur,46aa84f9c767ee414981,Gurgaon
Vishnu Nagar,5a9ff66a840aa7f46fc9,Mumbai
Nanak Heri Village,98d3c8551f564c66ba23,Delhi
West Sagarpur,a72a37bf3996b1f4d6d4,Delhi
Asha Nagar,91149ce7bbc65a48b7c2,Mumbai
Hindan Residential Area,ee8c9817b9bccd5e5b88,Ghaziabad
Daira,e8da69352d53549b458b,Hyderabad
Sector 9B,5f2a94737b0c5ec0ed5d,Gurgaon
Manavalanagar,2eee4f9288be93b26fe5,Chennai
India Colony,092565d8cc23f0e9d7f8,Ahmedabad
Tappal,042315bc694169360b24,Noida
Shalimar Garden,12d1576fba0eba5e7ded,Ghaziabad
Mandoli,efc79ffd50293b6b80ba,Delhi
Moulivakkam,07c5caaa927abe2e5e13,Chennai
Adugodi,8d647623a0126bcf49f3,Bengaluru
Thousand Lights,941152ac96f302430066,Chennai
Koyambedu,9b0fb0ff69c20995ff50,Chennai
Prince Anwar Shah Connector,dbd15164b8ec963b0df2,Kolkata
Cox Town,903c49ace839f4a6821e,Bengaluru
Girgaon,45eae294d1b88159b36f,Mumbai
Badarpur,7639b6421f7331dcc9b1,Delhi
Rajokri,d49b187529ad5dc6b088,Delhi
Raghuvanahalli,8182286847c0e1db5e70,Bengaluru
Okhla,4755d176ca4909f89c47,Noida
K. Chudahalli,90418a18e283552699da,Bengaluru
Rallaguda,0028032d79184fab7f50,Hyderabad
Vedanthangal,aa8ed3f87f28462ca492,Chennai
Roychak,a57eae3b433476ab36ea,Kolkata
Yakutpura,21795932af06397b5893,Hyderabad
Marathahalli,2dd0d8ff553613d1aa3f,Bengaluru
Satellite,e26590583380d0c7bee7,Ahmedabad
Krishna Nagar,0db9907269057c22897a,Delhi
Jagatpur,0238d1ea44d0b6ea7e4f,Ahmedabad
Hansol,9e0bf707d340162adaf3,Ahmedabad
Kadi,90d7f2c8658ac302e5c5,Ahmedabad
Khed Shivapur,ce3da6fa44fe17f45a1c,Pune
Cuffe Parade,84713de7ca93eaad0707,Mumbai
Kvalasanahalli,0b6c34fb24e5daab602a,Bengaluru
Surajmal Vihar,b6b41479577bea67aa58,Delhi
Jambrung,477d8661b70d0b0b9ae6,Mumbai
Othivakkam,335bde3a90caeb9ab44a,Chennai
Goyla Vihar,c5b132aa42b7e250fff9,Delhi
Kandua,54d90f8c12a4169ad67f,Kolkata
Vengapakkam,e9ee0c7ed23c1cb03cf8,Chennai
Pozhichalur,9b9e6a911809af11ace0,Bengaluru
Ambernath West,712794a0b3639a9453b5,Mumbai
Banaswadi,5f7d739542a3d4fdab7e,Bengaluru
Sector 9 Rohini,b0b90f95e7c4abf31bb1,Delhi
Jeevanbheemanagar,ec09fb5ab8de64d30d71,Bengaluru
Sector 16A,954865d59a8738b2b5f8,Noida
Kolat,7508d5cc447510d490c8,Ahmedabad
Harinavi,0299c2e99dad0d1532f0,Kolkata
Kalas,1e1032b904ce11b3fdd9,Pune
Wanaparthy,bed29ee33a5898f70992,Hyderabad
Parson,3446632890edb514a51f,Noida
Tharalu,82a6d186a5149059e8aa,Bengaluru
Ramalingapuram,8664561c2aae30c11e2b,Chennai
Gajwel,f021d3d37dd37cef8959,Hyderabad
Khera Dhrampura,8d5303e0aa97ea2e4d50,Ghaziabad
Kattavakkam,b42543c7ac6874758ee9,Chennai
Alli Nagar,a4295286ed87aeb1cd65,Hyderabad
Mohishgot,37038c61f13e682878bb,Kolkata
Srinivasa Puram,edcc9af7ff773d7dbe85,Chennai
Hegganahalli,afdd33c1dceac7f83d07,Bengaluru
Kaveri Nagar,c8d72dff5cc263c9b634,Bengaluru
Santosh Nagar,b387aab77460e77b897a,Hyderabad
Badangpet,d6ae483c4cbf52b16048,Hyderabad
Sector 159,6df5b69b571acff35647,Noida
Tharabanahalli,2fea683c5b3592c49627,Bengaluru
Thirumalagiri,5a27bd777aaba7b0ebba,Hyderabad
Neknampur,09f8c92b9f9346a83ef0,Hyderabad
Aanchepalya Village,88ee9d59fdf891bf5aee,Bengaluru
Nandore,0c2c69c55c5d4c70eb0c,Mumbai
Ahmed Nagar Nawada,ab667ed50d77fc0f67fc,Ghaziabad
KGR New Town,2236ad3415825a1364d4,Chennai
Sawda,c7ba2a1a7738d74ed605,Delhi
Hompalaghatta,88187ce75e85bd37e20b,Bengaluru
Muddenahalli,dfbb775d4630165a2538,Bengaluru
chakan,63c2263c256f91470bda,Pune
Peenya,a4c22c5ba494187a2b8a,Bengaluru
Narela,e606bb86c58904c5fc17,Delhi
Kovilambakkam,5bc282488f13df7cccc9,Chennai
Sadashiv Peth,cd0b14c8be387004bf64,Pune
Belgachia,ab483067d08d52db0be7,Kolkata
Sector 134,106bcdd46a75383b104d,Noida
Sultanpur,4f5fab0bc25546af95cf,Hyderabad
Muneshwara Nagar,48b19fa4683929ddb1f2,Bengaluru
Sector 75,c6467436a863beb7bc3e,Noida
Bidare Agraha,64e0caa666dc9858b0ab,Bengaluru
Sector 47,3a956556d15e67bd4acb,Noida
Wadebolai,b7b720face7ecb6f789e,Pune
Kustia,2108165c0ae82c1063e7,Kolkata
Khirki Extension,603cfb76e14dfc7bad2d,Delhi
Kuber Nagar,178e35c822b1232f9582,Ahmedabad
Trilokpuri,4f36ad45c1dac6db5191,Delhi
Dashrath Puri,ea8e469dc18871179b42,Delhi
Doddakallasandra,628d52004940887a5b61,Bengaluru
Sector 1 Sohna,de21b879b5ab1b2dcd6a,Gurgaon
Anand Lok,1ebbf7b7badcddb2278c,Delhi
Vallakkottai,cb57eba1b40a15fb3b7a,Chennai
Mahindra World City,d4a9357adf62580882b0,Chennai
Nallambakkam,f14efdd43030c4bac82c,Chennai
Chinna Nolambur,16a20b19eea4092995e8,Chennai
Knowledge Park 3,3f13ae2d2e854ac05370,Noida
Jethalaj,a5d284f3c9fa31b8557f,Ahmedabad
Sanjay Gandhi Transport Nagar,537545ef4cf008ac911d,Delhi
Rakshapuram,23532a4df5307c5eb581,Hyderabad
Mandoli,efc79ffd50293b6b80ba,Ghaziabad
Kanchivakkam,bcd68a9c9883dfc446df,Chennai
G V R Colony,a4cba74b25f01001d463,Hyderabad
Serampore,3b8c22bb4158f29e1e59,Kolkata
Sirukalathur,fde88798dc085e421976,Chennai
Sector 51,da48d1951da9777ac23d,Gurgaon
State Bank Of India Colony,27ee6f87cf5095e2de15,Bengaluru
Jeedimetla,107eb0cecd0cdfa34bd3,Hyderabad
Kotturpuram,e1885875c91ac6d171e7,Chennai
Sanjeeva Reddy Nagar,38d951c6a08b9bf63be8,Hyderabad
Champapet,a1bc3d666673f94a8856,Hyderabad
Kodipur,a6e9e8fd24d139ea1a5f,Bengaluru
Gulimangala,75136de8bf135a5d1be9,Bengaluru
Srinilaya Township,dff12eec6d03a1845a3a,Hyderabad
Adarsha Nagar,caf2b6280cd87a3085a8,Kolkata
Othivakkam R.F.,d4d00d40e25cc32e09f4,Chennai
Gaddapotharam,0a10bde884b85fe9fd2c,Hyderabad
Zanzroli,26fe75db634a6009248d,Mumbai
Jaspur,a0bb838a778c4c0f5642,Ahmedabad
Nedumgundram,2c2953a1ada31359e626,Chennai
Khandala,ecad50d7fd07b10e70a7,Pune
Enathur,beadf96840e41c192fd0,Chennai
Darulshifa,522691e048d059acf172,Hyderabad
St Thomas Mount,b28949c8ac564a93cf87,Chennai
Shameerpet Lake,fe8a65642cfe7979a52b,Hyderabad
Kothur,f6b9cb09a3ff7528cfb4,Hyderabad
Antarli,036a8159dbc5037f148f,Mumbai
New Thippasandra,1ab407d714bf191a3dd4,Bengaluru
Pargi,f3e646b695a4cc2a964b,Hyderabad
Sector 11 Rohini,05dd0b1e4b59594c78cc,Delhi
Sector 110,7838e4bbb588ff2fb03c,Gurgaon
Ahinsa Khand,be7df55414a3a02e1706,Ghaziabad
Gudoor,1771f8f13d7fe5aaecca,Hyderabad
Mori Gate,ed1da7018e307c5ce424,Delhi
Nizamuddin East,d13dd9c95dd3b2446a1b,Delhi
Sector 19 Rohini,2b1cb421f8dba64719c9,Delhi
Tambaram Sanatoruim,71d38ee6a3049f0d533f,Chennai
Sashte,86f017b1dbe8ebbb7b51,Pune
Najafgarh Road Industrial Area,4a24aaada3f47b16e422,Delhi
Viman Nagar,440ee0e26a1b15a2684f,Mumbai
Panditana Agrahara,dbeb6662a47558281b2e,Bengaluru
Kumbakonam,a52d447b0edc688223ee,Chennai
Katarkhadak,a0bf451a5e8839590a4a,Pune
Junnar,4ccf9e461254b89b7ddb,Pune
Shamirpet,dbf0ce2329ca4fa8426c,Hyderabad
Royapettah,b3d768a3d09c7cf46f43,Chennai
Tagore Park,3278f9ac3442562d8fbe,Kolkata
Dum Dum,8d4b15bea88e15bbb661,Kolkata
Sector 4,f04660a79ac9a4d9392a,Noida
Bhowanipore,f8051f8f67aaf64ce1bf,Kolkata
Avadi,1c96de34c7c298fb3449,Chennai
Science City,4549be1d3f9bab20d1f0,Ahmedabad
Hathijan,9d6d66e6c9af47be25cc,Ahmedabad
Ameerpet,8b081c4dd487ecde63e6,Hyderabad
Prafulla Kanan West,0dd6be44e2dd86c6305f,Kolkata
Kalkere,5866d835e473c9e9294c,Bengaluru
Bhirawati,91537df520b4a489849c,Gurgaon
SMV Layout,2d48fa8e1858a4119173,Bengaluru
College Square,d763bcc21a4b0837fa15,Kolkata
Parul Nagar Society,ff45be59a92dd9514369,Ahmedabad
Khanna Nagar,3d1299f0db0fa337b5e7,Ghaziabad
Marattoor,3a1f6bd73186eb866fe1,Chennai
Jainpur Village,8995571e0d7f6d46ba0a,Delhi
Juni,9fea8d4030e539554368,Mumbai
Sector 92,e0930a6b895918ca0874,Gurgaon
Ibrahim Bagh,3c7a74e63e95bd57fd20,Hyderabad
Mulshi,5d0e77155c5cdc96e5cc,Pune
Whitefield,a273c4c3be0ee8b3669f,Bengaluru
Sector 95,7d0421d664763242671c,Gurgaon
Munganoor,47f7ac6882d849ae5084,Hyderabad
Kudlu,29898d58b90909808961,Bengaluru
Sector 104,0fb158487e3209be89b3,Gurgaon
Choodasandra,50706bc66bf2450b849d,Bengaluru
Cheemasandra,8d217c181962c5c0cb9a,Bengaluru
Kaval Hosahalli,609759b7a86402fab64b,Bengaluru
Narsapura,56d371458a5675ce1f15,Bengaluru
Byranna Layout,702535679956f9c751da,Bengaluru
Kammadanam,772458e5cf9aadab6fc7,Hyderabad
Aranvoyal,a57ff6fbc833038cadad,Chennai
Tejaswini Nagar,7f256ccc8e5eaa1e46d5,Bengaluru
Dhansa,6094f4376c07cae6624c,Delhi
Bandikavanoor,192aeabb2e0c6a088ccf,Chennai
Lodhivali,8fe6b91717461acfb32c,Mumbai
Ismailkhanguda,e2cd8852b8783bd1bf6c,Hyderabad
Vijay Cross Road,637f7cab630b11943aa7,Ahmedabad
Kudasan,e340e6e7140cc8a0b845,Ahmedabad
Mulund West,9c4e405f491f926ad1e3,Mumbai
Wadachi Wadi,b0dc949b17d832652a5d,Pune
Sector 33,cf30c91ab70d332d5901,Gurgaon
Vinod Nagar East,e1bfff763cd9e30f2116,Delhi
Sector 3 Rohini,3ba4cfa7140b175b5650,Delhi
Haltu,d47ba509c865bf3bec92,Kolkata
Rajanukunte,73b3c081aea2a8a4d555,Bengaluru
Gahunje,75d4d700f3d0c29818a2,Pune
Nigdi,52e4a2d5bd79c1cc472f,Pune
Keelma Nagar,a33d6722c6797e1b00e1,Chennai
Batasingaram,9c5e636d7d0e7557c26a,Hyderabad
Nawabpet ,1be7b9b08d728002c39a,Hyderabad
Sector 40,25e573c4d655bbb82759,Noida
Shri Ram Nagar,231c9a9f75d88eff0324,Mumbai
Hosur,8608528ee97d5aaeb1ab,Bengaluru
Setterahalli,8eb48d3b6f0c4bcb7505,Bengaluru
Adhe Kh.,5a714d91c65fb9c40bb9,Pune
Sector 133,a6a758941c7e82e5f597,Noida
Kulia,c3e6a4fc10768758aaf9,Kolkata
Garmal,b44aaf0c08803d8c193c,Pune
Madangir,c8f4fa09dbd678013701,Delhi
Akra,8ef25541c0cab76639ed,Kolkata
Dadri,98d98dbdc3a5e0be10af,Noida
Chande,519cb2e87b14f58c6260,Pune
Kempalingapura,6d2d68cd8ad9c998eebb,Bengaluru
Anakaputhur,fcf5aea8cc2ab872585b,Chennai
Jhilmil Colony,b4a6da75a1880f516f24,Delhi
K R Puram,c96deabde6743f6f677c,Bengaluru
Boduppal,79f64747e23d376e4369,Hyderabad
Egatoor,d526e426e7cc58723718,Chennai
Sus,776e17310b236a9d8377,Pune
Mira Road West,2a50d4bc5e0ce3fd7a01,Mumbai
Vijaya Nagar Colony,c0e44ee690e3f4f0b8d1,Hyderabad
Chipiyana Buzurg,32e4c084a02ec307fb96,Ghaziabad
Langford Gardens,4293334a715d751584e1,Bengaluru
Rajoria Nagar,7474914e5bc9fd032fb7,Gurgaon
Hesaraghatta,b1cd8a79e25ecc794e96,Bengaluru
Dundahera,41689f8427685eecc520,Ghaziabad
Alipur,cbca3737e02fd69c5b75,Gurgaon
Aziz Nagar,20d5d8c4ce8c2fd1b1a7,Hyderabad
Marri Pally,71c2fb1ae0e3c67ff6ad,Hyderabad
Vadsar,871a43c40ae4ea66c348,Ahmedabad
Soranji Part,0555a0d3f25f62397ea5,Chennai
Thorrur Village,2d07eb88795e4a9319f0,Hyderabad
Doperia Village,4d311e67059cdf9b9626,Kolkata
Kondhawe-Dhawade,b66cbc907930582d6f15,Pune
Ambarwet,7dd49efe8c038553aca1,Pune
Sarada Pally,b4b6feb98195edb8f069,Kolkata
Mominpore,bd7c6443055a0b0c8e49,Kolkata
Narapally,ef01b68bb03e80cc9443,Hyderabad
Baghbazar,b408c36fed69a4d2dbbc,Kolkata
Kaggadasapura,6bfab08e79cf6c430c95,Bengaluru
Budigere Cross,83e2cb26c24b3b39264a,Bengaluru
Badamanavarthekaval,e42933148217c43cc636,Bengaluru
Sagar Pur,63dba83bbfa863e63f50,Delhi
Srirampur,d835f2f15206741deb64,Kolkata
Tala,1972bdf66e114b54cf18,Kolkata
Kothur Patti Digwal,8fc75f7c55ae30b38a68,Hyderabad
Chilkur,9ed189d21eaca9a81c9a,Hyderabad
Kalikapur,4b27112d9cec3b7067ae,Kolkata
Sathnur,560c31ed2f29e5bacfb1,Bengaluru
Sankharipota,d974d646248a5fb2c6ed,Kolkata
Mukundapur,0abf5cb950772c595ecc,Kolkata
Kacharakanahalli,eaf2cfc04b1aa7573d1d,Bengaluru
Tikri Kalan,bae31657f92c259ff3ec,Delhi
Madhava Nagar,b7d599dd114e1c8ab3cd,Hyderabad
Muthagatti,e7380046b27b5c23f452,Bengaluru
Budur,cd71fc2a472a1c33991c,Chennai
Sheriguda,f4c7ac7ab78b13b0a383,Hyderabad
Thandalam,181d23e8c8e662d1ad82,Chennai
Sector 154,34b59039186ee23b7997,Noida
Koliwali,b0f3da56a847008b2bab,Mumbai
Venkatapura,7a4e3455fd84301c2b3f,Bengaluru
Kapashera,e9380cca4baa33c8aa7b,Delhi
Munnekollal,7f53a81f6c9b2ed5a3d1,Bengaluru
Sector 151,e92d9194f6821534be2f,Noida
Gorhe Bk.,9256281b009bcd52d665,Pune
Ichapur,784bb16d41ca6f01e78d,Kolkata
Kamothe,374416c710115d831c0e,Mumbai
Bandel,2540a99b97520818aebe,Kolkata
Marine Lines,97703c52bb36512b91d4,Mumbai
Afzal Gunj,d498d66c973d6d31bb00,Hyderabad
Bairagiguda,231d06d1fbae4f75ba2d,Hyderabad
Sector 90,0872b4acad062911086c,Noida
Villiambakkam,5a92c0624328912b0368,Chennai
Devnagar,164d0b4abdef327847ca,Ahmedabad
Begampur,a6a1f251050797f4b86d,Kolkata
Mubarakpur Dabas,cb4b343870c148a2d880,Delhi
Sector 8 Dwarka,c63b81b16bbc701ca5a4,Delhi
Sector 23,ed367d1b56165f3af439,Gurgaon
Kathwada,74c023ae18be7ceee731,Ahmedabad
Akurdi,eeb69ee3839c4103715c,Pune
Kambipura,d24f13b0188a177fd693,Bengaluru
Dakshindari,d6df538f95a89385beb6,Kolkata
Shastri Nagar,d347e54d20d124a4671f,Ghaziabad
Jahangirpuri,d9ae12db968395444604,Delhi
Pashane,4433e5e010e3ba90d62e,Mumbai
Yelachenahalli,83b8e8703e748cfb3b45,Bengaluru
Beeramguda,c95f3149f130a922c1a0,Hyderabad
Kuduragere,7265dddd2050a0a59a35,Bengaluru
Sector 89,62d6e375af34717fff76,Noida
Channanayakanapalya,571a01c4024882bb4c8f,Bengaluru
Hirandahalli,d0af01ae2a00bdbedc90,Bengaluru
Vasundhara Enclave,993d68c9b32e15a62201,Delhi
Chitrapuri Colony,87265661e5c1cbf171be,Hyderabad
Arjunabettahalli,05aa427e66ebf1440e45,Bengaluru
Sector 93,3d3ffb170ad7c20fba4f,Noida
Besant Nagar,b3f41ec1b0baca13c225,Chennai
Sector 87,816fa86d05a23ff482cd,Noida
India Gate,519f85b9fc87ace422a0,Delhi
Thane West,f10e5c31366453883aed,Bengaluru
Alpha II,335ec5464bac43750518,Noida
Kempegowdanagar,dc830e3ae8066d5ecb67,Bengaluru
Sultanpet,c7a4264146a126cc44bb,Bengaluru
Sanidhya,ec17f4b06b4acebc35ca,Ahmedabad
Kusgaon Kh.,57df692495b0f05b5754,Pune
Kadarpur,400c9944d6064b7a28c9,Gurgaon
Pudupakkam,a54f08b0b04e062a5de8,Chennai
Shastri Nagar,c1bce89329bd18f3343a,Delhi
Maraimalai Nagar Part,1a40c086cfd2865ccbde,Chennai
Worli,0689414e5b6b1278f4c4,Mumbai
Hingne Khurd,221154fd48c2a67709b7,Pune
Koovathur,e53bec4cdb62c472788b,Chennai
Shabad,e6232223b31e145db481,Hyderabad
Sector 14,c4c6d13224e591458cc9,Gurgaon
Sarkhej- Okaf,31e76dc37ce8982e0166,Ahmedabad
Masab Tank,88757a76639bf91932da,Hyderabad
Regent Park,ee86c2829309b3aea658,Kolkata
Tembhode,d42a5f56fcbf38ee3d12,Mumbai
Amtala,cf4748d69d1feb48ebca,Kolkata
Madgul,25ed51af25df06cb9f56,Hyderabad
Mangolpuri,8a8a173a6815fdd463e4,Delhi
Girish Park,740c3548e598cb072da7,Kolkata
Bharat Heavy Electricals Limited,873be4e9377a127e7a0e,Hyderabad
Rhoda Mistri Nagar,8c4b8cc1af009db64c36,Hyderabad
Sector 28,4d2fda65069c13123ab0,Noida
Kilapakkam,9d7e32a1bdca50af577b,Chennai
Peresandra,59284b62a77e037e072d,Bengaluru
Swasthya Vihar,b093d4ba3276ae9001ac,Delhi
Ayojan Nagar,2469419fc3b7345939d8,Ahmedabad
Afzalpur,f4fb4ac954aaf685f3bd,Ghaziabad
Chitkul,ffd0db7dc93e6d2cdb90,Hyderabad
Devatabowli,6adb18cbceee0837ab7e,Hyderabad
Garpoli,91e4e5b04e026c2caf66,Mumbai
Kismatpur,74effd4176b130950924,Hyderabad
Kothapet,393c133aac9d4023f564,Hyderabad
Bhawani Peth,c356d65764716c25f91c,Pune
Maraimalai Nagar,20d64610602fa9483685,Chennai
Gautam Nagar,cb73851142053a4269d2,Delhi
Yeswanthapur,b031968f9a54a53f68df,Hyderabad
Surapet,c1cb766242cca0399008,Chennai
Pilkhuwa,83cf16b4b55fcd1527a3,Ghaziabad
Magarpatta City,0ec1af6543f95b05b3c0,Pune
Baksara,255a76ff8d6ae78a216e,Kolkata
Edi Bazaar,bbbee0d4ec909cbef013,Hyderabad
Sector 158,279a1f2621b2afecab09,Noida
New Ashok Nagar,fb5adca337c03860780b,Noida
Sushant Lok I,c56a7212bfebf162c2d0,Gurgaon
Thane East,ff3b7e21f0bdc2d770b0,Mumbai
Mukundapur,27fb401d4090f95c1eb0,Kolkata
Wadaki,5bb94b96dd0b5f33d716,Pune
Gaddi Annaram,a14ead4e8a0d362155fe,Hyderabad
Sector 16,d71e7593311e1de5a86c,Noida
Ambli,84ac8a05d4ee20cce895,Ahmedabad
Sector 58,f346448b27fdbac5b65c,Noida
Nagasandra,5788c8a3c10f4aaf1ead,Bengaluru
Ramasandra,a13a678fc3b3f09eac11,Bengaluru
Kogilu,e1735e9fb7e1fb3e9f0e,Bengaluru
Bacharam,ffa66b45171345d5a84d,Hyderabad
Nabapally,de3eaabac736cf9e1477,Kolkata
Haralur,9536a3866c282180a47e,Bengaluru
Dholera Road,8b9489625a2937cf1ea2,Ahmedabad
Ganj Peth,1594727320b1e9112e01,Pune
Dahanu,7380339fc727daabdc5a,Mumbai
Kadambathur,c608e8c7cebfe16deec5,Chennai
Narainpur Urf Rampur,2699c921740991244383,Ghaziabad
Sector 75,406af74fef2a569cf2c1,Gurgaon
Vevoor,e1b2df98169a330561d0,Mumbai
Sector 75A,c936aa85cc21a527a98d,Gurgaon
Mondal Para,46e240f53ca15e0f08ee,Kolkata
Mekaguda,b6acd8749ba54f8f21e3,Hyderabad
Bannerughatta,85733afaaeea1815f642,Bengaluru
