locality_name,uuid,city_name
Ulhasnagar,c1dae50951eaf8709472,Mumbai
New Ashok Nagar,fb5adca337c03860780b,Delhi
Hoodi,a89fad856a9275f00433,Bengaluru
Kottivakkam,5ed26c146f63db997c92,Chennai
J Nagar,6a182ee26da45f280a4b,Chennai
Devaganahalli,28b6f118342e5e8fd5c5,Bengaluru
Duttapukur,a1a6669daeef441d0e8f,Kolkata
Shettigere,2eb9ce02581492036800,Bengaluru
Sadullahabad Village,11876721e2795eb5f357,Ghaziabad
Golf Links,5c833b7c1ab53cac1d05,Delhi
Sadar Bazaar,bda94c270d8c5306614c,Delhi
Palur,4588966eeecab89d96f1,Chennai
Iyyappanthangal,3166d1da25c280ff21a0,Chennai
Mahabalipuram,94842bb775530ad99f81,Chennai
Thiruverkkadu,02723d1d65d9b204eb70,Chennai
Sector 20 Rohini,8ab74ca487338118603f,Delhi
Santoshpur,60f85eeb25763c8d7ef9,Kolkata
Sector 100,27aff224bc9adb85f929,Noida
Gundlapochampalli,e684d8be0bb40f5c56bc,Hyderabad
Jamalpur,180ed057b732afdc6239,Ahmedabad
Langalber,7336018985874844f21c,Kolkata
Rabale,fa42453e43a230ddffc2,Mumbai
Rameshwaram Banda,970f4f5dcf0468888a00,Hyderabad
Uruli Devachi,dea01eb96349e4ad9e55,Pune
Talegaon Dhamdhere,eeee269d12c0a2d4dae6,Pune
Byandahalli,e15ed31cb285c8e270c8,Bengaluru
Sector 26,c0195dbae18ee256b741,Gurgaon
Balaji Nagar,be81defd3146e44a3531,Hyderabad
Shapur Nagar,dde23d234cd17bde93c8,Hyderabad
Edayalam,5c2521a4b9c3c01902e6,Chennai
Sadarpur,1cfcaf3eef7dc68466e7,Ghaziabad
Brick Field Shelters,886a7ad4538628e8e24e,Bengaluru
NFC Nagar,6a950b2c77d68f0670c2,Hyderabad
Ottapalam,de9e86d4ecf3224d5cda,Mumbai
Mugawade,99542ab1cd8402d7e54b,Pune
Nattarasanpattu,0ab2c73750d4f250023b,Chennai
Yavat,6df4e4afad950eea96ad,Pune
HSR Layout,c88765414de317f29cfa,Bengaluru
Battarahalli,e5a15c0a8315002ee3a6,Bengaluru
Viman Nagar,440ee0e26a1b15a2684f,Pune
Moshi,2914002e952d85a7e6d4,Pune
Chikbanavara,e8f3859c38b9bdd4d5d2,Bengaluru
Sector 34 Rohini,22e157e16b4a695e0704,Delhi
Sector 23 Dwarka,85f34eed86bcacbd47b0,Delhi
Kuthaganahalli,f4c88e2e79a447e6aa31,Bengaluru
Kurmaguda,faf91e1e4159377376b9,Hyderabad
Kharadi Annex,afedc156ab67689395b5,Pune
Madanankppam,65aa1b49e328f4673dac,Chennai
Sector 27 Dwarka,1951a55362eb871c964e,Delhi
Kucharam,6d5dacb19bd0d12d9153,Hyderabad
Nagarur Colony,dcb13613211f8c6bbc5f,Bengaluru
Paschim Vihar,bac91878049c48bf5564,Ghaziabad
Vibhutipura,3789f0f3db8c8e4038cf,Bengaluru
Old Malakpet,743e2a1f72692999124e,Hyderabad
Lal Darwaza,3a1a4aa34e7dc1bace79,Hyderabad
Raghavendra Colony,89186606faac96de7941,Hyderabad
Mohili T. Waredi,5139980c34d69160233f,Mumbai
Daya Basti,b99b0040128d845a80ed,Delhi
Baliawas,e4b8827ee44fd4123422,Gurgaon
Galand,bc6df1d6c547b98e6330,Ghaziabad
Ghule Vasti,59c1f52ec295246e0034,Pune
Dhokali Naka,6269903d9cce0fe35e73,Mumbai
Paschim Vihar,bac91878049c48bf5564,Delhi
Desale Pada,e360bca0eed205226b04,Mumbai
Khardipada,e9ab6f61cd31a284fe58,Mumbai
Bolarum,93aebcb49003c3f46f96,Hyderabad
Begumpet,3526c6a1e6ed8a59b100,Hyderabad
Undri,e41a78e568f68639cc35,Pune
Nirnay Nagar,990460f39b5e7c57c6a8,Ahmedabad
Jaitpur,8b71883111fe35f1d714,Delhi
Ponniammanmedu,ac37ccc6ef2ef07a289a,Chennai
Mallepally,4c55c9b680047b1124da,Hyderabad
Yelahanka Satellite Town,47b23df76bd1f32277f4,Bengaluru
Sector 64,dbd2bcbb3bff76d4336d,Gurgaon
Chikkadasarahalli,d3434132d63c64bfc808,Bengaluru
Mukteshwar,789e345049e7ece9bd36,Delhi
Shivaji Nagar,b48d4b2449216768ea13,Mumbai
Krishna Kunj,519261a5bbe19b2717fc,Ghaziabad
Lodhi Colony,abf98cfe2d7c3bdd0ee7,Delhi
Malle Nalsandra,99a0107933f3fb58f2e2,Bengaluru
Old City,804b9ef54e1d4fc2b96c,Hyderabad
Doddakannelli,a1bbad3a46e7e38e1213,Bengaluru
Kundrathur,e811121308913e2f5387,Chennai
Rajpur,2cf7eb594774abcc89fa,Kolkata
Sewak Park,2ec577a2611b264ff5a8,Delhi
Mathikere,89da958ba87c6bf9e12e,Bengaluru
Kodambakkam,5b29ecd47235ccaec06f,Chennai
Vengabakkam,dfd6c8bc0597242696c3,Chennai
Bijoygarh,2e9e10a19893fe1665ce,Kolkata
Tarapur,ff7ddb98976283b79383,Mumbai
Binnipete,d87234c2925d4a249c8a,Bengaluru
Sri Chakra Nagar,72a779312bb713753ec5,Chennai
Kalitala,9587833d0334a89e2339,Kolkata
Housing Board Colony,2fb573f19844a12ed2bd,Bengaluru
Ganeshnagar,1fd5215c9f1902098322,Mumbai
Chokkasandra,c0a5b94a2ffa460e3677,Bengaluru
Sativali,b2b249d2affe7ff7aa7b,Mumbai
Goyla Khurd,ddb591501c094a582ae4,Delhi
Keshtopur,10f9b96dea52d84451de,Kolkata
Navrangpura,4277e64a595b9f58e402,Ahmedabad
Perambur,11eda44b6791021f67cd,Chennai
Pozhichalur,9b9e6a911809af11ace0,Chennai
Thiruvanmiyur,f499dc6df8fa7be57a5d,Chennai
Kolathur R.F.,d635a77a10ab35237353,Chennai
Manchirevula,9cd78b413bf58c18869d,Hyderabad
Vile Parle West,6d2583852395a332c581,Mumbai
Sector 56,0e974c26dad6960b17dc,Gurgaon
Thindlu,1c9bdf8439012531d8aa,Bengaluru
Nellitopa,f4071247bf84028aea8d,Chennai
Keerapakkam,b1ce618b4be031a95d21,Chennai
Palace Guttahalli,18cb656ca267cd0dd849,Bengaluru
Mohan Pur,9fc43876f69f8ff4e465,Kolkata
Mugalivakkam,e7b267aae998c012bf64,Chennai
Lakdaram,a45c112b1623471f6014,Hyderabad
Siddipet,b669a2aa1336bfd68425,Hyderabad
Kolkata Airport Quarters,d1137dd9e253ce8091ec,Kolkata
Sachana,a648954c0142468f1f4a,Ahmedabad
Tarapur,fe3d155f9186d7409408,Mumbai
Vichoor Village,612ed05226bf1c78cb5b,Chennai
Takkallapally,3277a47bc9e8adc0615c,Hyderabad
Washermanpet,ce6aa20514659bcb61bb,Chennai
Sector 81,a8888c394dbcc6108569,Gurgaon
Jogeshwari West,67ef57b1d41f9d05b2c4,Mumbai
Vasai East,f5c750f46497459df94b,Mumbai
Sector 21 Rohini,c144b8713dc6b9573369,Delhi
Guindy,ef5ee357bc2fa031d760,Chennai
Geeta Colony,fbcb25e1c8afba721b35,Delhi
Safdarjung Enclave,345a5c57bf090c419478,Delhi
Attiguppe,3c335cb1e1b08dac3022,Bengaluru
Sector 2,89812100b4c3abb3a2c8,Noida
Alipore,8dc24824684b414c4ef6,Kolkata
Hafiz Baba Nagar,2a72d4a1b0301ce3bcc1,Hyderabad
Rukmini Nagar,9be3c3bc38a09ce12fde,Bengaluru
Mallapur,888dbcbd6eb37ddfc57b,Hyderabad
Abiramapuram,0fc2c93e4a726f02ed9a,Chennai
Urse,735bac830a6656ca162d,Pune
Guttahalli,fb5fab62f3d71226df17,Bengaluru
Khadawali,0c2138e3b49c1caf30a9,Mumbai
Panchanthiruthy,c3294e4df16c73b414f3,Chennai
Bhatpara,263d468b1d35add2d848,Kolkata
Nagavara,312ac6fb8cc282b14023,Bengaluru
Kadabagere,9de2ed115a91118d16b0,Bengaluru
Koregaon Mul,67b5e512209250904ea7,Pune
Dadar East,0e770f54e53ac1a7ccc0,Mumbai
Pudupakkam,eeac8fc2826a409a7fb5,Chennai
Sector 4 Rohini,e327ea15557a67a4ec0a,Delhi
Gujranwala Town,aca3ee06c98405af84f3,Delhi
Cossipore,2e8a976ca205bde93f58,Kolkata
Virar East,380f63906f38a6b72299,Mumbai
Bhat,1aff440b43dede7e0d36,Ahmedabad
Kadugondanahalli,dba04fd8291989600785,Bengaluru
Sector 5,6684bf2d71daea81575d,Noida
Ekkatuthangal,5878d64a7feffec076c9,Chennai
Basapura,d9974a089b6162f431c3,Bengaluru
Seawoods,b3f57613e270b206fa53,Mumbai
Sivanchetti Gardens,3fa68910dd33c521f6ca,Bengaluru
Eta II,4e3007fb4a68283f169f,Noida
Hunasamaranahalli,742eeee25b761775e7a3,Bengaluru
Ramanashree California Gardens Layout,33d8e23417f2212969f9,Bengaluru
Bhatane,7b5c4ff3409cc5a182b4,Mumbai
Kondapur,46c59e944acdad1b3bd0,Hyderabad
NRI Center City,8e4f2e99248bfb6787e6,Bengaluru
Yattakodi,ca7e395e6de6e519b314,Bengaluru
Mudireddipalli,336e1b7d3a5068672370,Bengaluru
Pillagana Halli,bf84839dd626ac8cedc7,Bengaluru
Rithala,fd053675b8a2ada28249,Delhi
Kalapi Nagar,0168887982f1048d88a5,Ahmedabad
Jangalpalya,3f54906d8ba8b5d8f75d,Bengaluru
Thatchoor,fbd0a8ea14825573c533,Chennai
Borivali East,c4d3caee3d402682b1a3,Mumbai
Arjun Nagar,7bf7a98ccd82d87beeb7,Delhi
Mahim,fa654814d2d57b114ea1,Mumbai
Ramamurthy Nagar,924ac2b05c4f8500166b,Bengaluru
Sector 38 Rohini,c6d1d6b6368d5323f8d7,Delhi
Manimangalam,e2cb0746ea00f19c4b99,Chennai
Madhavaram,908b62908fb920851948,Chennai
Sector 7,5619c8d6480f1c04f551,Gurgaon
Park Street Area,dfb8cd8c02042e1eead2,Kolkata
Dum Dum,f0b9563c8c555a793034,Kolkata
Hiranandani Estate,88c9815b61cdc7711a33,Mumbai
Kalasipalayam,9382e11c3fae6816f5c0,Bengaluru
Janthagondahalli,49551d033677eb00194a,Bengaluru
Mandirtala,f2c7da0c104d1ca8e6bc,Kolkata
Thandarai,330133b5a5d5d97bd6c4,Chennai
Padirwadi,cf057588abbb351bcb05,Pune
Rajapur,9322913c0fa5454417ee,Hyderabad
Hombegowda Nagar,e4de213f135ae182a96f,Bengaluru
Pantnagar,d12760fc0cbe3fc5de74,Mumbai
Chandanagar,303cd89b66f775c18fbd,Bengaluru
Sector 112,9837d9681c9709dcdcd6,Delhi
Deccan,f4a2dbb01b6d8468a518,Pune
Chevella,731de76c7af0ae5735bf,Hyderabad
Electronic City,0136de9c12c05fc6a7a9,Bengaluru
Narendrapur,b56bf5a109c5658b96ac,Kolkata
Sikrod,38d97eac7da1b4a235da,Ghaziabad
Murugeshpalya,b425431129961941703e,Bengaluru
Molarband,8e3b5cd1270ac63c0eac,Delhi
Srinivasa Nagar,92b9cc26e38d1577d6f1,Bengaluru
Mahagunpuram,d290ea99a253fe5bcabd,Ghaziabad
Rajanukunte,22d570373f67a7bcc37a,Bengaluru
Maruthi Nagar,17a3d4304642430119f4,Bengaluru
Mayfield Garden,6d9f817223e08769f141,Gurgaon
Purasawalkam,5c8e4cf65e617eb27861,Chennai
Navapura,e5892b07772f5523ac66,Ahmedabad
Velimela,35050ad43d54ea4715cc,Hyderabad
Basantpur Saitli,411b25b836a2ccd2dcfc,Ghaziabad
Sidhartha Nagar,353106bf8e4ad2675883,Delhi
Duddanahalli,d6cc128b8ce34a00ae49,Bengaluru
Mallenahalli,a24715e07bc94a3b628b,Bengaluru
Laxmi-Narayan Nagar,611f3bf88f6706b4d570,Pune
Kanganheri,e42d57d9b727670ad344,Delhi
Manor,6d60b20501f280471e94,Mumbai
Kalighat,1108ef92afcef8ed31cd,Kolkata
Kundanpally,acf6df59bdcb9e833330,Hyderabad
Inder Puri,22cd08df919400fdcada,Delhi
S.Medihalli,f0ab433cb38f23282787,Bengaluru
Chegunta,70d94fe1bfd39a49c3b1,Hyderabad
Talab Katta,24b2fd3408e51cada937,Hyderabad
Arapanch,a6b713e83f1fca041323,Kolkata
Sector 14,0a98f5b30ac6dfb615d2,Noida
College Street,6f548b2d97241905eb50,Kolkata
Bettenahalli,007466ff3d23e50af3be,Bengaluru
Malur,d01a8f914fdba856d6be,Bengaluru
Carmelaram,7388533c3afafd9d769c,Bengaluru
Chipale,23aeb8528ec1cfa3a97d,Mumbai
Mankur,452f617425f18fa41f2f,Mumbai
Dariyapur,acda5937f95e64b3e02a,Ahmedabad
Kenchanapura,f3751940634d3972f0c6,Bengaluru
Action Area 1B,fb62164c280702f5b388,Kolkata
Badarpur,3a3da573bfd9a2296485,Delhi
Indrani Nagar,092a3979bfd9e788de60,Chennai
Pedda Gopalaram,17285a4e9922216fabc0,Hyderabad
Kalewadi,0359535541e60710b9eb,Pune
Gupta Colony,353b36f174194fcf22a9,Kolkata
Goregaon East,e986d151d562723d4031,Mumbai
Taloje,ca1cf72fa99bc28cf676,Mumbai
Varthur,9a283bff33dc3a92b24f,Bengaluru
Bopkhel,88b226e366ca64aec88e,Pune
Sector 39,f53fdc3566a4aa27a1fb,Gurgaon
Guddadahalli,37e5e869abadaa1f46ac,Bengaluru
Bhangar,12c65023174d8e9fea6b,Kolkata
Sector 12,e6b9196bc277c2ef6b05,Noida
Gopasandra,7eae66542b272685dc36,Bengaluru
Uthukadu,982ffd5c5ee64fa2ac5c,Chennai
"Bhayandarpada, Thane West",0f39b24f0e15c74ea802,Mumbai
Madhu Vihar,b397d00b9020be6a4596,Delhi
Chikkadunnasandra,4aa9b67b66055a5c892e,Bengaluru
Palava,797106cfd73ad6495fba,Mumbai
Melakondaiyur,1acf85ecd630fe0d86bd,Chennai
Mahadevpur Colony,0bd8ad8cb1685bc24ea5,Hyderabad
Sector 141,8fb693294d527e95b459,Noida
Parel,8e18e3fc5eb0d006daa1,Mumbai
Bachupally,1662582e946a4516b307,Hyderabad
Amraiwadi,b9dbedf11daf94f0c1f6,Ahmedabad
Vadgaon,011bbc08bce1c2ebcc8c,Pune
Sector 66,f7ab1ae5b0339b531f90,Noida
Sector 16 Dwarka,750de773a30994f86820,Delhi
Jafferkhanpet,bf938eec4e8474db29db,Chennai
Kamala Nagar,55d0925b22c222540425,Bengaluru
Sector 5,d81d1ac7327b313ed0de,Gurgaon
Sector 77,2f3e266bc6a6937a2e01,Gurgaon
Parvati Darshan,3be2159c70dbc467ba2f,Pune
Gamdevi,ea0b488f2621e2a9e7f8,Mumbai
Panneervakkam,1da471553839ac6d10e4,Chennai
Keshav Nagar,1365e710cf3b50abc216,Ahmedabad
Sidhrawali,b6ea2829aa9ba44db3f2,Gurgaon
Pulimamidi,f27af9deec3581652bbd,Hyderabad
Puliyur,233f324a4d543ab5a589,Chennai
Seekayanahally,4752745e5c798d19571e,Bengaluru
Sadar Bazaar,cb09d673883dbecbb0ee,Pune
Bankner,81c273129cb02fdac131,Delhi
Sherkotda,5d425f4299e9c2eb0497,Ahmedabad
Anand Vihar,2e974d68b92099477048,Delhi
Pahadi Shareef,b874c582bea8467d417c,Hyderabad
Kanjurmarg East,f6c905db7cd80b08ffb2,Mumbai
Kithaganur Colony,cd766f3c85d77d24a7b2,Bengaluru
Chanakyapuri,6dd048b2fb612d5935a2,Delhi
Kamanahalli,53d048e3135248445d11,Bengaluru
Rajarajeshwari Nagar,53ac532f07c5dd578d76,Bengaluru
Pune Cantonment,be1d2063c5e1c8798013,Pune
Bopodi,5f7d39b251d1630514d3,Pune
Anantapura,372f80c61e0ca8746b45,Bengaluru
Deepanjali Nagar,48e4783db01b1ff2a667,Bengaluru
Sector 127,169a7f94f2be846cb4df,Noida
Indrapuri,d5d063a1457e5816e208,Ghaziabad
Hari Om Nagar,0dd7d596bdb4c8805ca6,Ahmedabad
Krishnapura,790f533203f0be13b6da,Bengaluru
Bodanahosahalli,2ef0997e8aef56a16c5c,Bengaluru
Wadarvadi,489dd0c6bb299b6e7411,Pune
Gota,72ac53e7566c9f8bff3b,Ahmedabad
Boisar,1f529478a09312c1fda0,Mumbai
Pandav Nagar,74496596628ac0bb4ae0,Ghaziabad
Wazirabad,e64344b2116af7644055,Delhi
Somatane,b37fd21fe301bd169119,Pune
B N Reddy Nagar,5037ec7a8a10b03f3fdc,Hyderabad
Ammapettai,24fbd7a409963883df0f,Chennai
Kowkur,28f63cc16bab669fa781,Hyderabad
Tigalarapalya,f463c2b45d662a76e318,Bengaluru
Chirauri,14bc61c60be48616d1c4,Ghaziabad
Balaji Nagar,c7ef56cb76fde8c28e4a,Pune
Mittal Garden,4cf9774b0df8a67149e7,Delhi
Awhalwadi,b03b8e1d5533df9b861d,Pune
Madhur,00d405011dcc2c4fea6c,Chennai
Sadlapalli,5080f4866a16daa429f1,Bengaluru
Ramchandrapur,d5b6634421cf374e6f4d,Kolkata
Ramasagara,022af7bb1dfd7596fe59,Bengaluru
Mahavir Enclave,4dc2a78e96ba54993ef6,Delhi
Sector 54,fb635f012d5a99e0d7bd,Gurgaon
Panchsheel Enclave,8440966c0dee5a4437fc,Delhi
Kharghar,afe901cb82ce65825f46,Mumbai
Bavla,148eb49ac396c2e0f0f8,Ahmedabad
Habsiguda,d28090644ac7e19d1aaa,Hyderabad
Medavakkam,35fd4fffe6b1caa3baeb,Chennai
Matunga West,5fc115b05b8d0a6813a9,Mumbai
Sector 82A,6b9e105e417d1fe84e86,Gurgaon
Koregaon Park,17989b6e9c1d477fa748,Pune
Jivrajpark,404b73dafa4f9a43f926,Ahmedabad
Kalena Agrahara,771adff9e1307102a9bb,Bengaluru
Fort,b972f60db24aa9ecd013,Mumbai
Bandaramanahalli,639af18a7266f1a5ac8e,Bengaluru
Piglipur,006807a3c778aa2ac1c4,Hyderabad
Ramdevnagar,924dc55fb29d7e9b289a,Ahmedabad
Dodda Gubbi,9660f1affa1a9eff9d95,Bengaluru
Vattinagulapally,e977707aeda65a817fe0,Hyderabad
Vellavedu,b48c34ead2ecc4a7377b,Chennai
Vishwanathapura,1e60f4e43608281f2e96,Bengaluru
Budhera,3967c90615db594d877a,Gurgaon
Nenmeli,aa1c6aa52160f9ebceb0,Chennai
Sajua,905e5db1fa9ab933dc92,Kolkata
Kazipur Dariyapur,a5b1cd3697cbf4f9f1e5,Ahmedabad
Sewa Nagar,7aaae1f954a53f8c075c,Ghaziabad
Chengalpattu,a2de2f250216ae076ca4,Chennai
Kokapet,deb05e14bd1124d0644e,Hyderabad
Darga Khaliz Khan,5946b24e74a3ee2e4e9c,Hyderabad
Narayangaon,4fd668f9d3ba29cb4c0c,Pune
Neraluru,581c6db301c4eda02a74,Bengaluru
Mirkhanpet,acaf42b2dc2025cfa4ac,Hyderabad
Bandlaguda,15f512f168cd8bc94458,Hyderabad
Green Park,bc3f48abe24bb580c2e1,Delhi
Kirkatwadi,42eef7b6519b2facef00,Pune
Sector 135,bba8ef2559bf6f22db8f,Noida
Nagarathpet,955e76c9c12be90c165b,Bengaluru
Thirumudivakkam,349d38f4f3d9dd6a521b,Chennai
Omaxe Forest Sector 92,11628337954cb6090158,Noida
Meghani Nagar,b35848eebdc7aaed5e7e,Ahmedabad
Chhajarsi Colony,34f9302ab4ff6da4092b,Noida
Ashok Vihar Phase III Extension,450753fca9f1edd1f5ec,Gurgaon
Sector 86,fe5388b6cc76451a5b11,Gurgaon
Teachers Colony,0fc08f89753bb80e4242,Bengaluru
Chittaranjan Park,047d5385af42457d839f,Delhi
Chinchpokli,84dccbf15e692bd6a983,Mumbai
Vinayakapuram,6156928f141b98080d04,Chennai
Allisabguda,92c2f088bd168e263d66,Hyderabad
Sector 150,338bfbd7096e7fb0f0c8,Delhi
Barath Nagar,b4532da89c9f006ce660,Bengaluru
Gangaram,a704fcbadf1f03bbd3dc,Hyderabad
Mahankhali Nagar,6ab05442327ed98a40eb,Hyderabad
Dwarka Mor,0fa600ea7bfae3956147,Delhi
Guduvancheri,6133d0dd528f334d2a8c,Chennai
Electronic City Phase II,f0af906d5a4b8290f0cf,Bengaluru
Pallikaranai,41c747201cc78033398e,Chennai
Pimple Gurav,bcc5aa1e7f2323c4c5aa,Pune
Powai,dce9290ec3fe8834a293,Mumbai
Gattahalli,a1e064be87aec1aa8468,Bengaluru
Chennai Port Trust,174e0477108eb374c4e3,Chennai
Chandan Hola,26d808a442caf063de8a,Delhi
Kirari Suleman Nagar,9a4c432cc48f278e8037,Delhi
Madambakkam,419c6cfd69ecb83eaa2d,Chennai
Kalaimagal Nagar,4f85dd16721d22dced7a,Chennai
Tiljala,51a3b6040bff8de2b4ea,Kolkata
Gudimalkapur,e8bc99c313c08d762c65,Hyderabad
Sector 84,f060a9d1f87c14b61d57,Noida
Nasmed,9c62ef6db58e3ee0dd23,Ahmedabad
Ber Sarai,ebb3fe6f072a5d64530c,Delhi
Sri Niwaspuri,941df92689fafc5b5a9c,Delhi
Nariman Point,1eb58f1ff134324fd3a8,Mumbai
Trilokpuri,4f36ad45c1dac6db5191,Noida
Ramanagara,e73a281298716e5597f7,Bengaluru
Dandupalya,f81c9a26c19e8c53b230,Bengaluru
New Town,3384e8e9e29fcf04d6a1,Gurgaon
Khanpur,5b03a5acf6a5e4701a9f,Ahmedabad
Patancheru,a1967f2191d0d2e97e58,Hyderabad
"Sector 33, Sohna",9c8c32b17074956fd396,Gurgaon
Jamalia,efb734da81aebca4b29b,Chennai
Somangalam,60e6e81b8d2cac920800,Chennai
Chandlodia,fae719fabb713f223d42,Ahmedabad
Sector 72,46e0a49265110de7b7eb,Gurgaon
Sector 74,6612dbd7564e7b37b36a,Gurgaon
Banu Nagar,e6db8052ca64ef2df3cd,Chennai
Sector 14 Sohna,46451b350e42a7075af0,Gurgaon
Chhapraula,f9ad520ee08d2b589378,Ghaziabad
Hyder Nagar,68778fc37a9a52020c87,Hyderabad
Velappanchavadi,cc1e89ff08664f7b58f3,Chennai
Sector 37,795ad59d007d77d7f512,Noida
Perumathunallur,7d3b70c6745ab7e1022a,Chennai
Kunjirwadi,7deefe04ab2af81a4804,Pune
Bhimenahalli,187d652148db587d8d0f,Bengaluru
Dr A S Rao Nagar Colony,faa911e39e3233443bfb,Hyderabad
Udayagiri,3820799edfaf48604b67,Bengaluru
Chinnapanna Halli,8cb0c6b29b26f8e0df09,Bengaluru
Jharoda Majra Burari,542937177d745cadabaa,Delhi
Dattawadi,6c482b435a7343540537,Pune
Agarkar Nagar,16213fee595c3996d651,Pune
Haragadde,06f05fe011e60e705410,Bengaluru
Krishan Vihar,5f68c40272d9db386426,Delhi
Mirpur Turk,f520ed8acad58eaefc8a,Delhi
AC Guards,132725368bfa18ebdbd3,Hyderabad
Nadgaon,81c64fc2bc066dab42f9,Mumbai
Tribeni,6b8b5119d51a37892e22,Kolkata
Sodepur,75ab6c91304135f3201d,Kolkata
Kondhwa Budruk,1bb9b750d2d9c418762f,Pune
Rahatani,f9e766e65a9faf3446ab,Pune
Kamla Nagar,c7abb94e251cd69b7a1d,Delhi
Ulsoor,32e0c2cd804843d86de9,Bengaluru
Chetpet,f332f9d3dc248d5973da,Chennai
Girgaon,1348c07bbb9f6dc3ef86,Mumbai
Amarambedu,569f030c5c1130b7a51f,Chennai
Bahlolpur,ca88682fc964c8b1a54a,Noida
Vembedu,70e86acd7a3ba9b23674,Chennai
Alambadi,1510727b1f679af3ffc2,Bengaluru
Barabazar Market,f8e0872c58240c50f94e,Kolkata
Karana Madhabpur,0c7df2455a977bead828,Kolkata
Sheela Vihar Colony,f5100bef68aa326e5696,Pune
Jogipet,5a1d18e27b4b89481759,Hyderabad
Vadsar,5fcc2acdf5f13f2938a0,Ahmedabad
Melavalam,b30dae9ac4b2b06ef5e1,Chennai
New Kurul,692c0aba03796d90a851,Mumbai
Knowledge Park 2,097080551add21882375,Noida
Gharivali Village,02a61bb71ded8d1c76bc,Mumbai
TP 85,80c511ab2bc7919e99c0,Ahmedabad
Bhandup West,a2a84ec2dd2409ec7cee,Mumbai
Sangam Vihar,5b0a6b22dfd70523c79a,Delhi
Dhayari,0f9397652a3f7f45c020,Pune
Usarghar Gaon,65ade97b2ed348213ecd,Mumbai
Malad West,33cdee1fbe1a6b6d7578,Mumbai
Pedda Amberpet,d3f5e680ffc83e0c8294,Hyderabad
Mahalunge,54f3b053f9ac3aaa09d7,Pune
New Friends Colony,4c71b78e632418fc225a,Delhi
Shobhabazar,a91ffece121bbd1aed56,Kolkata
Nehru Nagar,9c2477dde146723979d0,Ghaziabad
Koppa Gate,9a08c69f4ebbfc3edca6,Bengaluru
Spine Road,518f73716997e7ac0fc2,Pune
D Colony,4daf8ca31e3d6416240b,Ahmedabad
Sultanpur,3b67322ecb5c437b8f47,Gurgaon
Kanchrapara Loco,72436d64d14346e3a190,Kolkata
Raviwar Peth,f8d4cace3a5cb2437bec,Pune
Chintalakunta,ecd215d2510b4353b81b,Hyderabad
Shastri Nagar,2f785e1f31a8873cb9d5,Ahmedabad
Shankarapuram,1382b5b4813a22bcf453,Bengaluru
Nandanam,b8bde4a1c5923142fc64,Chennai
Sector 16B,a035c7fcc98a312cc59a,Noida
Sokkarasanapalli,0399c0222968f34597cc,Bengaluru
Chkravarti Para,146262aebd28f5ca401a,Kolkata
Tadwari,a1fb41b2e2b68ee1f930,Mumbai
Athur,2219fad90feaa9adffd9,Chennai
Gowdavalli,98078467154b18f7d6bf,Hyderabad
Sector 41,4409c3619462c567b765,Noida
NRI Center City,a2fb0d53a48fef6b192f,Chennai
Ambegaon,b3ae8d8349fa597d7acf,Pune
Dombarahalli,d7528c9ddeec721a96d3,Bengaluru
Civil Lines,7dda52b15b4a50a77c7f,Gurgaon
Senneer Kuppam,695ceaad9a446381a8c8,Chennai
Sector 99A,92d624096adf9e82ea9b,Gurgaon
Greater Kailash,fa902cd75e833303c837,Gurgaon
Sector 13,fb163faa91961ea89d82,Gurgaon
Ansari Nagar West,795d0d40473c87b4d2db,Delhi
Tirumalapura,8e84644db024809bbf02,Bengaluru
Bachannapet,33927559f2122c08eca0,Hyderabad
Pillahalli,3cda6971549836c58d3e,Bengaluru
Jawahar Nagar,26ef94860691cc67b881,Hyderabad
Madambakkam,b81a5648bf007ac64101,Chennai
Lingadheeranahalli,5dce085f25248aa9a209,Bengaluru
Sikkarayapuram,d5f0191ecf406a2d2d62,Chennai
Hastsal,9f17187f5dd41e5bb7e4,Delhi
Mumbra,fef31e23d44ae073de0f,Mumbai
Dankuni,2d6db68c48708c16d9d1,Kolkata
Vasna,2655b543cc767f2ae988,Ahmedabad
Koth,9d786590623196233270,Ahmedabad
Nekkundi Dommasandra,b59f91c8f8a442d8b6e8,Bengaluru
Nere,08c685540f73db1a020d,Mumbai
Arumandai,fc3815999e67c0525b58,Chennai
Murali,3eb674b964affbb4793e,Kolkata
Nathamedu,12d9deacf458031fd2ca,Chennai
Nevali,4f1e988ac9dec4764f27,Mumbai
Vattepally,245c18d7bd4d83d502eb,Hyderabad
Koproli,c43714730db89f6a0002,Mumbai
Sector 24 Rohini,71313d0887c6c493edce,Ghaziabad
Jalladian Pet,d36d309a7f50f5c8a7f4,Chennai
Addiganahalli,0532cfb5cd4a223f36d9,Bengaluru
Tirupandiyur,7d3d34eb386fe196dd9a,Chennai
Nilje Gaon,fc726fb85a298d31d82b,Mumbai
Ghosh Para,20ec56ca3827ff72991f,Kolkata
Rakhial,3dd5f3e77f6b1156ded8,Ahmedabad
Fursungi,36a7a1434bb9ee6a6965,Pune
Birati,59107dd0de5491b80b89,Kolkata
Ghatlodiya,74323a80b36e9c7be27f,Ahmedabad
Vasundhara,6e36d60754bf14bbd470,Ghaziabad
Chikkakannalli,8c3c8cb93a5d4dadf41d,Bengaluru
